Name,Dosage Form,Manufacturer,Expiry_Date,Sales_Count,Pharmacy_Name,day_of_sales
Ibuprovir,Syrup,Bristol-Myers Squibb Company,2024-12-14,150,Netmeds,2024-11-26
Amoxiprofen,Drops,Amgen Inc.,2023-02-03,438,Walmart Pharmacy,2024-05-08
Acetomycin,Capsule,GlaxoSmithKline plc,2023-09-07,432,Duane Reade,2023-01-11
Dolomet,Ointment,Biogen Inc.,2025-05-09,52,Pharmasave,2024-05-14
Acetonazole,Inhaler,Biogen Inc.,2024-11-05,265,Dis-Chem Pharmacy,2024-11-15
Dolomet,Injection,Biogen Inc.,2024-02-15,142,PharmaSave,2024-01-05
Dolocillin,Inhaler,AstraZeneca plc,2024-07-31,492,Apollo Pharmacy,2023-09-09
Dolonazole,Tablet,Bristol-Myers Squibb Company,2024-02-20,316,MedPlus,2024-06-26
Amoximet,Injection,"Gilead Sciences, Inc.",2025-11-07,150,CarePlus Pharmacy,2025-02-20
Ibuprovir,Drops,Teva Pharmaceutical Industries Ltd.,2024-08-11,163,Apollo Pharmacy,2024-04-24
Dolomycin,Injection,Boehringer Ingelheim GmbH,2024-01-13,233,Uniprix,2024-03-29
Cefvir,Syrup,"Gilead Sciences, Inc.",2024-11-18,479,Kroger Pharmacy,2023-06-05
Amoximet,Tablet,Amgen Inc.,2024-07-14,464,Kroger Pharmacy,2024-05-23
Cefmycin,Cream,GlaxoSmithKline plc,2025-10-09,107,Pharmasave,2024-12-24
Dextrocillin,Inhaler,Takeda Pharmaceutical Company Limited,2024-06-03,432, Superdrug,2023-12-18
Cefmet,Tablet,Johnson & Johnson,2025-07-01,345,Pharmasave,2024-05-15
Acetostatin,Injection,Bristol-Myers Squibb Company,2024-11-13,187,Lloyds Pharmacy,2023-09-03
Doloprofen,Cream,"Merck & Co., Inc.",2024-08-21,324,H-E-B Pharmacy,2022-09-22
Acetovir,Ointment,Eli Lilly and Company,2023-07-10,363,HealthPlus,2024-04-03
Dolomycin,Syrup,Bristol-Myers Squibb Company,2025-01-12,113,Uniprix,2024-12-05
Clarivir,Tablet,CSL Limited,2024-07-08,278,Rite Aid,2023-09-03
Cefcillin,Cream,Novo Nordisk A/S,2024-04-30,168,MediCare,2024-09-14
Cefvir,Tablet,Sanofi S.A.,2024-08-13,359,Lloyds Pharmacy,2023-08-31
Ibuprophen,Inhaler,Amgen Inc.,2024-01-07,294,Shoppers Drug Mart,2024-11-24
Claristatin,Ointment,Bayer AG,2025-05-15,113,Health Mart Pharmacy,2025-03-11
Ibuprovir,Tablet,Eli Lilly and Company,2023-11-19,125,Rite Aid,2023-10-04
Metomet,Ointment,Bristol-Myers Squibb Company,2025-06-17,88,Rite Aid,2025-05-07
Cefphen,Ointment,Bayer AG,2024-09-24,174,CVS Pharmacy,2024-09-24
Dextronazole,Tablet,Pfizer Inc.,2023-04-26,56,Pharmasave,2023-04-15
Dolostatin,Syrup,Pfizer Inc.,2025-06-16,278,Rite Aid,2024-05-24
Amoximet,Injection,Pfizer Inc.,2023-11-21,63,CVS Pharmacy,2022-10-23
Dolostatin,Capsule,Boehringer Ingelheim GmbH,2025-10-18,202,CVS Pharmacy,2024-10-12
Claricillin,Inhaler,Eli Lilly and Company,2022-11-11,443,MediCare,2023-09-29
Amoximet,Injection,Roche Holding AG,2025-06-12,356,Publix Pharmacy,2024-12-06
Acetonazole,Drops,AstraZeneca plc,2026-08-21,330,PharmaChoice,2023-12-09
Claricillin,Tablet,Boehringer Ingelheim GmbH,2023-11-14,382,Uniprix,2023-08-05
Metophen,Inhaler,Bayer AG,2025-03-19,141,CarePlus Pharmacy,2025-02-15
Ibupromet,Syrup,AbbVie Inc.,2024-02-17,84,Shoppers Drug Mart,2024-02-19
Cefphen,Ointment,Johnson & Johnson,2025-10-09,55,Duane Reade,2025-07-31
Amoximycin,Drops,CSL Limited,2026-08-05,256,Walmart Pharmacy,2022-12-24
Metomet,Ointment,Teva Pharmaceutical Industries Ltd.,2024-10-28,170,Dis-Chem Pharmacy,2024-04-02
Amoximet,Tablet,Teva Pharmaceutical Industries Ltd.,2025-10-22,402,Apollo Pharmacy,2024-04-21
Ibuprovir,Inhaler,Bayer AG,2026-05-30,326,Walgreens,2026-01-13
Clarimycin,Ointment,Novo Nordisk A/S,2025-01-08,96,Duane Reade,2024-11-07
Doloprofen,Syrup,Bayer AG,2024-07-17,65,Dis-Chem Pharmacy,2023-12-19
Metocillin,Tablet,Eli Lilly and Company,2025-07-13,138,WellnessPharm,2023-07-04
Metomet,Drops,Johnson & Johnson,2023-04-04,139,Costco Pharmacy,2023-09-03
Dolophen,Syrup,Novartis AG,2025-04-13,104,Albertsons Pharmacy,2025-02-01
Amoxivir,Syrup,GlaxoSmithKline plc,2023-05-28,302,Pharmasave,2023-02-11
Clarimet,Injection,AstraZeneca plc,2023-11-01,351,Pharmasave,2023-04-26
Ibupronazole,Injection,"Gilead Sciences, Inc.",2024-10-25,419,Lloyds Pharmacy,2024-07-29
Dolomet,Ointment,CSL Limited,2025-11-15,96,Guardian Pharmacy,2024-10-20
Dolophen,Inhaler,Teva Pharmaceutical Industries Ltd.,2024-06-16,310,Walmart Pharmacy,2024-07-11
Metoprofen,Inhaler,"Gilead Sciences, Inc.",2025-08-07,231,Health Mart Pharmacy,2025-01-13
Dolostatin,Capsule,Johnson & Johnson,2023-10-15,339,Walgreens,2024-12-01
Cefphen,Tablet,Takeda Pharmaceutical Company Limited,2024-02-20,471,MediCare,2024-05-02
Dextromycin,Tablet,Sanofi S.A.,2023-11-19,303,PharmaChoice,2022-09-03
Dolovir,Cream,Novo Nordisk A/S,2023-06-22,72,Boots,2023-06-22
Ibuprovir,Cream,CSL Limited,2023-04-11,476,Apollo Pharmacy,2023-01-08
Dolocillin,Drops,Amgen Inc.,2025-10-04,478,Shoppers Drug Mart,2025-07-04
Amoxivir,Inhaler,CSL Limited,2025-06-02,337,Kroger Pharmacy,2024-11-01
Metonazole,Syrup,AbbVie Inc.,2023-04-07,239,PharmaChoice,2024-11-01
Dextrovir,Drops,Sanofi S.A.,2024-06-08,166,Safeway Pharmacy,2023-06-13
Ibuprocillin,Tablet,Pfizer Inc.,2023-07-28,215,Boots,2023-06-16
Ibuprophen,Drops,Bayer AG,2024-08-14,307,Apollo Pharmacy,2023-07-24
Dolovir,Injection,Takeda Pharmaceutical Company Limited,2023-04-28,231,PharmaSave,2022-09-02
Ibuprovir,Ointment,Sanofi S.A.,2023-05-27,146,Safeway Pharmacy,2023-12-20
Metomet,Inhaler,Takeda Pharmaceutical Company Limited,2026-12-16,163,H-E-B Pharmacy,2026-04-29
Acetovir,Cream,Eli Lilly and Company,2025-02-01,304,CVS Pharmacy,2024-08-02
Acetostatin,Cream,CSL Limited,2024-10-25,328, Superdrug,2024-11-01
Acetomycin,Cream,CSL Limited,2024-12-01,369,Watsons,2024-03-31
Ibupronazole,Drops,AbbVie Inc.,2024-03-16,195,Walgreens,2024-07-08
Doloprofen,Ointment,Biogen Inc.,2025-04-21,358,Walgreens,2025-02-05
Clarimycin,Capsule,Biogen Inc.,2025-04-19,271,CarePlus Pharmacy,2025-04-13
Doloprofen,Tablet,Boehringer Ingelheim GmbH,2024-04-10,374,Watsons,2024-09-28
Metomet,Cream,AstraZeneca plc,2024-06-23,413,Rite Aid,2023-12-29
Dolomet,Syrup,Johnson & Johnson,2023-02-19,71,Costco Pharmacy,2023-05-01
Cefstatin,Injection,Pfizer Inc.,2025-07-09,142,MedPlus,2024-12-28
Clarinazole,Ointment,Takeda Pharmaceutical Company Limited,2024-07-09,389,Safeway Pharmacy,2024-06-23
Amoxinazole,Cream,Novartis AG,2025-12-14,166,Lloyds Pharmacy,2024-06-14
Dextrostatin,Inhaler,Takeda Pharmaceutical Company Limited,2023-06-29,156,Watsons,2022-07-21
Ibuprostatin,Tablet,Amgen Inc.,2024-06-11,114,Pharmasave,2024-03-07
Ibupronazole,Tablet,Bristol-Myers Squibb Company,2025-07-09,455,WellnessPharm,2024-05-29
Amoxicillin,Inhaler,CSL Limited,2025-04-15,73,Watsons,2025-02-17
Dolomet,Syrup,Bristol-Myers Squibb Company,2026-02-02,149,Clicks Pharmacy,2025-06-01
Metonazole,Syrup,Boehringer Ingelheim GmbH,2023-10-09,274,Apollo Pharmacy,2024-08-16
Claricillin,Capsule,"Gilead Sciences, Inc.",2025-01-22,150,Pharmasave,2024-08-18
Clariprofen,Capsule,Roche Holding AG,2026-02-02,73,Duane Reade,2025-04-17
Dolocillin,Tablet,AstraZeneca plc,2023-03-17,118,Safeway Pharmacy,2023-02-02
Amoxiprofen,Ointment,Biogen Inc.,2024-04-29,377,Apollo Pharmacy,2023-05-05
Ibupromycin,Ointment,Amgen Inc.,2023-11-05,377,Netmeds,2022-11-10
Dolonazole,Inhaler,"Merck & Co., Inc.",2024-05-18,408,Guardian Pharmacy,2022-07-10
Amoximet,Tablet,Eli Lilly and Company,2024-12-28,99,Apollo Pharmacy,2024-06-24
Dolophen,Capsule,"Gilead Sciences, Inc.",2023-12-14,471,Albertsons Pharmacy,2023-05-19
Dextronazole,Syrup,Eli Lilly and Company,2023-11-14,201,PharmaChoice,2022-12-04
Cefphen,Injection,GlaxoSmithKline plc,2023-11-07,322,Target Pharmacy,2023-11-04
Dolostatin,Cream,Eli Lilly and Company,2025-07-15,176,Guardian Pharmacy,2024-04-18
Ibupromycin,Tablet,Pfizer Inc.,2025-11-18,208,Shoppers Drug Mart,2023-11-14
Acetomycin,Tablet,"Merck & Co., Inc.",2024-10-02,435,Health Mart Pharmacy,2023-06-13
Metoprofen,Cream,Novartis AG,2025-07-15,349,Safeway Pharmacy,2023-07-13
Ibupromet,Inhaler,CSL Limited,2026-04-10,255,H-E-B Pharmacy,2023-08-20
Ibuproprofen,Inhaler,"Merck & Co., Inc.",2024-01-14,289,Walmart Pharmacy,2023-08-31
Cefstatin,Drops,Sanofi S.A.,2023-12-13,147,Target Pharmacy,2023-04-11
Doloprofen,Injection,Bristol-Myers Squibb Company,2024-08-06,134,Pharmasave,2022-03-20
Ibuprostatin,Cream,Boehringer Ingelheim GmbH,2025-12-16,146,Duane Reade,2024-04-20
Dolomycin,Cream,Roche Holding AG,2023-12-30,277,Safeway Pharmacy,2022-08-03
Dolostatin,Drops,Teva Pharmaceutical Industries Ltd.,2026-08-10,72,Health Mart Pharmacy,2025-02-05
Dolovir,Injection,CSL Limited,2023-05-12,63,H-E-B Pharmacy,2022-08-01
Acetomet,Tablet,"Gilead Sciences, Inc.",2024-05-21,290,Apollo Pharmacy,2024-05-21
Cefstatin,Injection,Boehringer Ingelheim GmbH,2026-02-22,443,CarePlus Pharmacy,2025-06-13
Ibuprocillin,Tablet,Roche Holding AG,2026-01-18,296,MedPlus,2025-04-27
Ibupromet,Drops,"Gilead Sciences, Inc.",2024-08-25,128,Dis-Chem Pharmacy,2023-01-25
Clarimet,Drops,Biogen Inc.,2023-12-09,327,Dis-Chem Pharmacy,2023-09-04
Amoxicillin,Tablet,Amgen Inc.,2024-07-05,238,Costco Pharmacy,2024-06-27
Cefmet,Injection,Biogen Inc.,2025-09-13,371,Guardian Pharmacy,2025-09-04
Acetostatin,Injection,"Gilead Sciences, Inc.",2026-01-13,336,Shoppers Drug Mart,2025-06-27
Doloprofen,Capsule,GlaxoSmithKline plc,2025-08-11,442,Watsons,2024-11-25
Dextroprofen,Drops,Novo Nordisk A/S,2026-01-31,153,Target Pharmacy,2025-06-28
Ibuprostatin,Injection,Eli Lilly and Company,2025-07-05,472,Duane Reade,2025-06-16
Ibupromet,Injection,AstraZeneca plc,2025-03-21,296,Watsons,2024-07-04
Clarivir,Drops,Sanofi S.A.,2023-03-04,51,Pharmasave,2023-11-12
Ibupromet,Tablet,Bristol-Myers Squibb Company,2026-04-07,328,WellnessPharm,2025-12-31
Ibuproprofen,Cream,"Gilead Sciences, Inc.",2023-10-20,390,Lloyds Pharmacy,2024-03-21
Dextrocillin,Syrup,Teva Pharmaceutical Industries Ltd.,2024-04-22,101,Boots,2024-03-16
Amoxivir,Ointment,Boehringer Ingelheim GmbH,2025-11-18,156,Target Pharmacy,2024-06-17
Dolovir,Cream,AbbVie Inc.,2024-11-03,460,CVS Pharmacy,2024-09-06
Metophen,Injection,"Gilead Sciences, Inc.",2024-07-21,269,Costco Pharmacy,2023-06-10
Ibupromet,Injection,Takeda Pharmaceutical Company Limited,2024-03-07,191,Safeway Pharmacy,2024-02-22
Cefmet,Tablet,CSL Limited,2024-07-30,453,Walmart Pharmacy,2024-07-18
Metocillin,Injection,"Gilead Sciences, Inc.",2024-08-11,300,Uniprix,2023-12-11
Acetostatin,Syrup,Johnson & Johnson,2024-04-10,352,MedPlus,2024-05-03
Cefprofen,Ointment,"Gilead Sciences, Inc.",2025-12-17,353,Health Mart Pharmacy,2024-02-14
Metocillin,Ointment,Boehringer Ingelheim GmbH,2023-09-14,280,Walgreens,2023-10-09
Metoprofen,Drops,Bayer AG,2026-02-11,106,Kroger Pharmacy,2026-01-03
Amoximet,Injection,Takeda Pharmaceutical Company Limited,2022-12-23,225,Shoppers Drug Mart,2022-12-05
Metonazole,Ointment,Bristol-Myers Squibb Company,2025-01-30,164,CarePlus Pharmacy,2024-08-16
Cefcillin,Cream,"Merck & Co., Inc.",2025-12-15,463,Health Mart Pharmacy,2025-09-13
Acetophen,Syrup,Johnson & Johnson,2025-04-19,341,Kroger Pharmacy,2024-11-21
Cefnazole,Cream,AstraZeneca plc,2023-05-21,223,Shoppers Drug Mart,2024-04-07
Metophen,Inhaler,"Merck & Co., Inc.",2023-11-06,500,Uniprix,2023-10-10
Dextromycin,Cream,Pfizer Inc.,2025-01-17,254,Pharmasave,2024-05-26
Dextromet,Tablet,"Merck & Co., Inc.",2025-10-16,135,MedPlus,2025-08-05
Clarimet,Drops,Pfizer Inc.,2025-02-25,170,Meijer Pharmacy,2025-02-21
Amoxicillin,Inhaler,Roche Holding AG,2024-03-03,362,Dis-Chem Pharmacy,2022-03-08
Ibuprocillin,Capsule,Sanofi S.A.,2024-01-24,420,Health Mart Pharmacy,2024-03-23
Acetophen,Tablet,CSL Limited,2024-12-31,439,Rexall Pharmacy,2024-08-04
Clarivir,Tablet,AstraZeneca plc,2024-07-13,358,H-E-B Pharmacy,2024-07-04
Clarivir,Ointment,Pfizer Inc.,2026-10-11,306,Dis-Chem Pharmacy,2025-12-14
Amoxiphen,Drops,Johnson & Johnson,2024-09-29,57,Duane Reade,2023-08-16
Dextromet,Drops,Biogen Inc.,2024-03-23,385,Costco Pharmacy,2024-05-07
Amoxivir,Capsule,Bayer AG,2025-03-02,395,Dis-Chem Pharmacy,2024-10-23
Cefcillin,Injection,"Merck & Co., Inc.",2024-03-16,212,Uniprix,2024-08-15
Clariprofen,Ointment,Novo Nordisk A/S,2023-09-14,445,Clicks Pharmacy,2023-07-26
Cefcillin,Injection,Bristol-Myers Squibb Company,2026-06-12,317, Superdrug,2024-05-14
Ibuprocillin,Injection,"Merck & Co., Inc.",2023-12-19,110,Boots,2024-11-10
Acetoprofen,Inhaler,Boehringer Ingelheim GmbH,2026-01-06,99,Shoppers Drug Mart,2023-01-19
Dextromycin,Inhaler,AstraZeneca plc,2024-06-27,475,Duane Reade,2024-05-03
Metocillin,Drops,AstraZeneca plc,2025-02-23,359,Guardian Pharmacy,2024-01-17
Ibupromycin,Ointment,CSL Limited,2023-04-17,392,Uniprix,2024-11-12
Dextrocillin,Injection,Novo Nordisk A/S,2023-09-23,460,Costco Pharmacy,2023-07-19
Amoxiphen,Syrup,Bayer AG,2026-06-29,453,Netmeds,2025-11-25
Ibuprocillin,Tablet,Novo Nordisk A/S,2026-03-04,191,WellnessPharm,2025-11-29
Acetoprofen,Ointment,Roche Holding AG,2025-10-21,258,H-E-B Pharmacy,2023-10-26
Dolophen,Drops,Bayer AG,2025-10-15,191,Apollo Pharmacy,2025-09-05
Acetovir,Injection,Biogen Inc.,2025-07-10,426,WellnessPharm,2024-05-09
Dolostatin,Cream,Teva Pharmaceutical Industries Ltd.,2024-08-22,290,Target Pharmacy,2024-02-19
Metovir,Cream,Amgen Inc.,2024-09-24,289,Guardian Pharmacy,2024-10-23
Metophen,Cream,"Merck & Co., Inc.",2026-02-25,332,Walmart Pharmacy,2025-01-17
Cefstatin,Tablet,CSL Limited,2026-09-01,196,Rexall Pharmacy,2025-11-03
Amoxivir,Drops,Eli Lilly and Company,2026-02-18,310,HealthPlus,2025-04-08
Ibupromycin,Capsule,Biogen Inc.,2024-09-14,442,Watsons,2023-09-30
Clarimycin,Tablet,CSL Limited,2025-05-01,413,WellnessPharm,2024-04-27
Amoxinazole,Cream,Novo Nordisk A/S,2025-10-23,98,MediCare,2023-07-26
Dolonazole,Tablet,GlaxoSmithKline plc,2024-04-01,254,PharmaSave,2023-10-06
Amoximet,Drops,Sanofi S.A.,2024-02-29,359,Walgreens,2023-11-04
Dolovir,Inhaler,AbbVie Inc.,2026-01-14,220,Walmart Pharmacy,2025-05-03
Acetocillin,Ointment,Eli Lilly and Company,2025-03-13,53,WellnessPharm,2025-01-10
Clariprofen,Inhaler,Roche Holding AG,2025-02-15,490,Meijer Pharmacy,2024-05-26
Metomycin,Ointment,Bristol-Myers Squibb Company,2025-06-25,98,Meijer Pharmacy,2025-03-03
Metonazole,Ointment,Boehringer Ingelheim GmbH,2024-12-20,357,Meijer Pharmacy,2024-06-11
Cefvir,Injection,AstraZeneca plc,2025-04-01,193,CVS Pharmacy,2024-06-16
Amoximet,Syrup,AstraZeneca plc,2023-07-27,89,Albertsons Pharmacy,2023-02-02
Clarinazole,Injection,"Merck & Co., Inc.",2025-03-28,363,Rexall Pharmacy,2025-01-16
Clariphen,Injection,"Merck & Co., Inc.",2024-08-23,486,Netmeds,2024-05-03
Dextromet,Ointment,AstraZeneca plc,2025-08-26,174,Boots,2024-11-14
Metovir,Ointment,Bayer AG,2025-02-03,468,Walgreens,2025-01-30
Claristatin,Ointment,Amgen Inc.,2024-04-22,167,CarePlus Pharmacy,2024-12-08
Claricillin,Drops,Eli Lilly and Company,2024-06-10,262,Rexall Pharmacy,2024-09-11
Cefprofen,Tablet,Bayer AG,2025-03-21,259,Pharmasave,2025-02-14
Metophen,Syrup,Boehringer Ingelheim GmbH,2024-03-30,386,Rite Aid,2024-05-23
Cefprofen,Injection,Eli Lilly and Company,2025-01-17,56,Guardian Pharmacy,2024-02-21
Metostatin,Ointment,Sanofi S.A.,2026-03-06,371,Apollo Pharmacy,2023-08-16
Ibupromet,Ointment,Pfizer Inc.,2026-10-09,97,PharmaSave,2024-09-13
Acetophen,Capsule,Roche Holding AG,2023-04-08,131,Lloyds Pharmacy,2022-06-18
Ibuprovir,Capsule,Eli Lilly and Company,2024-05-02,120,Duane Reade,2024-03-07
Dolonazole,Injection,"Gilead Sciences, Inc.",2023-06-11,464,MediCare,2023-01-20
Metonazole,Tablet,"Merck & Co., Inc.",2023-05-12,170,MedPlus,2023-03-18
Doloprofen,Drops,Sanofi S.A.,2025-11-02,373,Safeway Pharmacy,2022-07-01
Dolophen,Tablet,Sanofi S.A.,2024-04-07,239,Health Mart Pharmacy,2023-11-21
Ibuprophen,Syrup,Biogen Inc.,2026-02-05,350,PharmaSave,2024-06-02
Dolocillin,Tablet,Takeda Pharmaceutical Company Limited,2023-10-26,221,Target Pharmacy,2023-10-05
Metovir,Inhaler,Novartis AG,2023-08-24,453,Apollo Pharmacy,2024-05-13
Cefmet,Ointment,Teva Pharmaceutical Industries Ltd.,2024-08-07,426,Apollo Pharmacy,2023-01-31
Dolonazole,Injection,GlaxoSmithKline plc,2025-01-27,369,Pharmasave,2024-07-24
Amoximycin,Syrup,Teva Pharmaceutical Industries Ltd.,2026-01-21,54,Meijer Pharmacy,2025-08-22
Cefvir,Inhaler,Johnson & Johnson,2023-08-07,53,Shoppers Drug Mart,2023-12-22
Metomet,Injection,Biogen Inc.,2025-04-26,408,Walmart Pharmacy,2023-02-02
Cefphen,Inhaler,CSL Limited,2025-01-16,176,HealthPlus,2022-03-15
Amoxivir,Tablet,Sanofi S.A.,2024-10-02,157,Kroger Pharmacy,2024-01-21
Acetovir,Inhaler,AstraZeneca plc,2023-03-03,333,Guardian Pharmacy,2024-03-12
Amoxiprofen,Injection,Bristol-Myers Squibb Company,2023-09-13,320,Netmeds,2023-03-27
Dextrostatin,Cream,Novo Nordisk A/S,2024-02-11,106, Superdrug,2022-04-16
Acetocillin,Capsule,Novartis AG,2024-09-25,345,Guardian Pharmacy,2024-12-20
Dolocillin,Tablet,Bristol-Myers Squibb Company,2025-02-14,179,Rite Aid,2024-05-27
Acetocillin,Drops,"Merck & Co., Inc.",2023-12-13,196,Duane Reade,2024-04-04
Ibuprostatin,Drops,GlaxoSmithKline plc,2023-11-15,426,Clicks Pharmacy,2024-10-02
Amoxiphen,Ointment,Johnson & Johnson,2025-07-26,142,PharmaChoice,2023-02-11
Acetophen,Cream,GlaxoSmithKline plc,2026-02-28,303,Safeway Pharmacy,2025-08-13
Cefvir,Injection,Novartis AG,2026-01-11,401, Superdrug,2024-06-24
Dextroprofen,Inhaler,"Merck & Co., Inc.",2024-10-28,152,H-E-B Pharmacy,2024-01-22
Acetomet,Capsule,"Gilead Sciences, Inc.",2024-10-23,490,Netmeds,2024-04-19
Cefmycin,Inhaler,AbbVie Inc.,2025-09-14,265,Kroger Pharmacy,2023-02-13
Dolonazole,Ointment,Biogen Inc.,2024-05-15,345,Rexall Pharmacy,2023-07-30
Amoxicillin,Inhaler,GlaxoSmithKline plc,2025-05-16,210,Uniprix,2024-11-29
Dextroprofen,Syrup,Bristol-Myers Squibb Company,2026-07-14,61,Netmeds,2022-04-14
Ibupromycin,Cream,CSL Limited,2023-09-14,55, Superdrug,2023-04-01
Claricillin,Tablet,Teva Pharmaceutical Industries Ltd.,2023-09-05,297,Safeway Pharmacy,2024-12-16
Dolonazole,Syrup,Pfizer Inc.,2024-01-27,132,Shoppers Drug Mart,2023-04-12
Dextronazole,Ointment,Boehringer Ingelheim GmbH,2024-05-29,499,Pharmasave,2023-09-05
Acetoprofen,Drops,Eli Lilly and Company,2023-11-13,108,MedPlus,2024-07-25
Acetomycin,Inhaler,"Gilead Sciences, Inc.",2022-11-17,80,Publix Pharmacy,2022-07-21
Dolonazole,Ointment,Bristol-Myers Squibb Company,2023-04-29,60,Lloyds Pharmacy,2023-02-23
Ibuprovir,Drops,Eli Lilly and Company,2026-04-06,402,WellnessPharm,2025-11-20
Metomet,Syrup,"Gilead Sciences, Inc.",2026-02-28,387,Pharmasave,2026-02-25
Cefstatin,Cream,Biogen Inc.,2025-05-19,334,H-E-B Pharmacy,2024-04-17
Amoximycin,Ointment,Boehringer Ingelheim GmbH,2024-02-01,493,CarePlus Pharmacy,2023-08-07
Metonazole,Capsule,Sanofi S.A.,2024-11-17,168,Target Pharmacy,2023-12-10
Acetophen,Capsule,"Merck & Co., Inc.",2025-11-17,128,Rexall Pharmacy,2023-12-09
Clarimycin,Cream,AstraZeneca plc,2023-07-19,293, Superdrug,2023-07-19
Acetovir,Cream,Boehringer Ingelheim GmbH,2024-03-18,304,Rexall Pharmacy,2023-12-15
Cefmycin,Capsule,Bayer AG,2025-08-04,224,Uniprix,2024-07-16
Ibuprophen,Capsule,Novo Nordisk A/S,2025-05-15,255,Boots,2024-11-21
Acetomycin,Capsule,Eli Lilly and Company,2023-12-19,160,Publix Pharmacy,2023-10-13
Amoxivir,Cream,GlaxoSmithKline plc,2025-05-06,413,Clicks Pharmacy,2024-06-15
Amoxinazole,Tablet,"Gilead Sciences, Inc.",2024-05-11,57,Safeway Pharmacy,2022-08-05
Dolomycin,Drops,Bayer AG,2025-09-22,107,Rexall Pharmacy,2023-03-13
Metomet,Injection,Bayer AG,2024-10-05,354,H-E-B Pharmacy,2023-06-12
Cefstatin,Ointment,Bayer AG,2025-07-07,495,HealthPlus,2023-11-13
Clariprofen,Ointment,Boehringer Ingelheim GmbH,2024-01-14,327,Safeway Pharmacy,2024-10-29
Cefcillin,Capsule,Biogen Inc.,2025-12-24,418,Guardian Pharmacy,2024-07-27
Metoprofen,Inhaler,Takeda Pharmaceutical Company Limited,2025-11-09,375,Albertsons Pharmacy,2025-01-07
Amoxicillin,Inhaler,Bayer AG,2024-03-05,142,Rexall Pharmacy,2024-01-07
Dextrophen,Ointment,Teva Pharmaceutical Industries Ltd.,2024-09-03,113,Safeway Pharmacy,2024-08-23
Amoxiphen,Capsule,GlaxoSmithKline plc,2025-01-12,65,HealthPlus,2024-10-06
Acetomet,Capsule,Takeda Pharmaceutical Company Limited,2024-11-16,131,Health Mart Pharmacy,2023-03-12
Dextromycin,Tablet,Johnson & Johnson,2023-08-31,341,Duane Reade,2022-08-31
Dolonazole,Cream,Takeda Pharmaceutical Company Limited,2022-11-28,287,H-E-B Pharmacy,2024-05-16
Metomet,Ointment,AbbVie Inc.,2023-08-21,370,CVS Pharmacy,2024-12-06
Dolonazole,Injection,Novartis AG,2024-10-12,371,Watsons,2024-10-26
Dextrophen,Capsule,Takeda Pharmaceutical Company Limited,2025-08-15,418,CVS Pharmacy,2022-09-20
Amoxicillin,Injection,Bayer AG,2023-05-07,478,Meijer Pharmacy,2024-11-26
Cefstatin,Injection,Takeda Pharmaceutical Company Limited,2023-03-27,116,MediCare,2024-05-12
Metophen,Capsule,Johnson & Johnson,2024-10-30,82,Walgreens,2024-06-22
Acetomycin,Ointment,Johnson & Johnson,2025-07-11,201,Netmeds,2023-12-21
Dextrostatin,Syrup,Johnson & Johnson,2025-09-15,253,PharmaChoice,2023-08-12
Amoximet,Ointment,AbbVie Inc.,2026-10-26,362,H-E-B Pharmacy,2026-02-13
Clarimet,Syrup,CSL Limited,2024-09-29,409,Target Pharmacy,2024-07-03
Ibupromet,Cream,AstraZeneca plc,2023-03-08,147,Walmart Pharmacy,2023-02-02
Acetonazole,Drops,GlaxoSmithKline plc,2025-08-06,166,Costco Pharmacy,2025-05-18
Dolocillin,Injection,Takeda Pharmaceutical Company Limited,2025-07-15,128,Shoppers Drug Mart,2023-06-06
Amoximycin,Injection,Bayer AG,2024-04-23,200,Uniprix,2024-04-01
Doloprofen,Capsule,GlaxoSmithKline plc,2025-12-01,201,Boots,2025-01-25
Dolocillin,Ointment,Biogen Inc.,2024-07-21,333,PharmaSave,2023-02-17
Dolomet,Inhaler,Pfizer Inc.,2026-02-20,434,Health Mart Pharmacy,2023-07-03
Dolovir,Tablet,Teva Pharmaceutical Industries Ltd.,2025-06-10,297,Shoppers Drug Mart,2025-04-05
Clarimet,Injection,Roche Holding AG,2026-05-14,117,Meijer Pharmacy,2024-02-27
Acetonazole,Capsule,Sanofi S.A.,2024-06-10,453,Albertsons Pharmacy,2024-05-17
Metomycin,Injection,"Merck & Co., Inc.",2025-12-26,462,Rite Aid,2024-05-24
Metophen,Syrup,Roche Holding AG,2025-11-30,452,Clicks Pharmacy,2023-09-01
Clarivir,Syrup,Takeda Pharmaceutical Company Limited,2025-05-18,82,Albertsons Pharmacy,2023-12-15
Metoprofen,Tablet,AbbVie Inc.,2025-04-06,219,Meijer Pharmacy,2025-03-09
Metovir,Inhaler,Amgen Inc.,2023-06-22,225,HealthPlus,2024-11-21
Clarimycin,Injection,"Merck & Co., Inc.",2025-11-03,461,Pharmasave,2025-03-06
Dextromet,Inhaler,Sanofi S.A.,2026-01-05,107,Uniprix,2025-11-08
Claristatin,Injection,Teva Pharmaceutical Industries Ltd.,2024-05-11,100,PharmaSave,2024-01-29
Clarinazole,Injection,Johnson & Johnson,2024-09-18,137,Rexall Pharmacy,2023-01-28
Ibupronazole,Cream,Eli Lilly and Company,2024-04-12,128,Duane Reade,2023-07-29
Ibupronazole,Tablet,Roche Holding AG,2026-03-17,244, Superdrug,2025-05-04
